model,config,assay,delta,snr
3B,fp8_dyn,HXK4_HUMAN_Gersing_2023_abundance,0.00034823157466767896,11.738917688258114
3B,fp8_dyn,I6TAH8_I68A0_Doud_2015,-0.0005041580409075007,18.856427340251937
3B,fp8_dyn,IF1_ECOLI_Kelsic_2016,0.0022989189503155316,11.206068933007401
3B,fp8_dyn,ILF3_HUMAN_Tsuboyama_2023_2L33,0.005474902272362692,7.135223023689749
3B,fp8_dyn,ISDH_STAAW_Tsuboyama_2023_2LHR,-0.0016006670105259135,17.231260894859773
3B,fp8_dyn,KCNE1_HUMAN_Muhammad_2023_expression,-0.0029467401009835026,8.485172468610443
3B,fp8_dyn,KCNE1_HUMAN_Muhammad_2023_function,-0.007121599416924584,8.498852527585273
3B,fp8_dyn,KCNJ2_MOUSE_Coyote-Maestas_2022_function,-0.002716070488704203,14.882827725050607
3B,fp8_dyn,KCNJ2_MOUSE_Coyote-Maestas_2022_surface,0.0021617299777600407,14.900874975905213
3B,fp8_dyn,KKA2_KLEPN_Melnikov_2014,-0.00651020228843735,13.317921987078448
3B,fp8_dyn,LGK_LIPST_Klesmith_2015,-0.004800764342940522,10.367864337201947
3B,fp8_dyn,LYAM1_HUMAN_Elazar_2016,-0.016218989893722613,7.696220937524455
3B,fp8_dyn,MAFG_MOUSE_Tsuboyama_2023_1K1V,0.009673455765923045,30.436281005472654
3B,fp8_dyn,MBD11_ARATH_Tsuboyama_2023_6ACV,-0.0029456134188391436,13.229867617433731
3B,fp8_dyn,MET_HUMAN_Estevam_2023,-0.002968351708374173,14.18327131939548
3B,fp8_dyn,MK01_HUMAN_Brenan_2016,0.001807618303882902,11.316597665367647
3B,fp8_dyn,MLAC_ECOLI_MacRae_2023,-0.00037987518586846125,13.571669392852522
3B,fp8_dyn,MSH2_HUMAN_Jia_2020,0.007689956723373248,6.786869397473539
3B,fp8_dyn,MTH3_HAEAE_RockahShmuel_2015,-0.007854226533371866,12.548398697829308
3B,fp8_dyn,MTHR_HUMAN_Weile_2021,-0.003870434391773203,9.434551663031844
3B,fp8_dyn,MYO3_YEAST_Tsuboyama_2023_2BTT,0.00680400014875282,10.74253566016681
3B,fp8_dyn,NCAP_I34A1_Doud_2015,-0.00021786539448400213,21.48164627839049
3B,fp8_dyn,NKX31_HUMAN_Tsuboyama_2023_2L9R,0.009482677257729333,15.095425344338366
3B,fp8_dyn,NRAM_I33A0_Jiang_2016,0.014313422587374225,8.219798805631466
3B,fp8_dyn,NUD15_HUMAN_Suiter_2020,-0.005885880854758052,12.28390130388121
3B,fp8_dyn,NUSA_ECOLI_Tsuboyama_2023_1WCL,-0.00908186566732716,15.823502127011846
3B,fp8_dyn,NUSG_MYCTU_Tsuboyama_2023_2MI6,0.0051654128427263135,13.533009895828116
3B,fp8_dyn,OBSCN_HUMAN_Tsuboyama_2023_1V1C,0.008197360917102436,13.305181369770121
3B,fp8_dyn,ODP2_GEOSE_Tsuboyama_2023_1W4G,-0.010143584245513704,8.268238120009048
3B,fp8_dyn,OPSD_HUMAN_Wan_2019,0.007397900330165796,8.860530011510162
3B,fp8_dyn,OTC_HUMAN_Lo_2023,0.000505067734840825,12.274986867860429
3B,fp8_dyn,OTU7A_HUMAN_Tsuboyama_2023_2L2D,0.00717260290555749,5.772461449521173
3B,fp8_dyn,OXDA_RHOTO_Vanella_2023_activity,-0.0010955480945452067,11.752154428064127
3B,fp8_dyn,OXDA_RHOTO_Vanella_2023_expression,0.0014475773171158113,11.953839369304477
3B,fp8_dyn,P53_HUMAN_Giacomelli_2018_Null_Etoposide,-0.006520291282383517,13.067698000027754
3B,fp8_dyn,P53_HUMAN_Giacomelli_2018_Null_Nutlin,-0.006522850380072831,13.067698000027754
3B,fp8_dyn,P53_HUMAN_Giacomelli_2018_WT_Nutlin,-0.009387880888245992,13.067698000027754
3B,fp8_dyn,P53_HUMAN_Kotler_2018,-0.00021435819634763043,12.148266324078874
3B,fp8_dyn,P84126_THETH_Chan_2017,0.004708340459642968,12.610352595116147
3B,fp8_dyn,PABP_YEAST_Melamed_2013,-0.0036344423251435387,14.23946606470005
3B,fp8_dyn,PAI1_HUMAN_Huttinger_2021,0.005189991879110845,8.744807268194522
3B,fp8_dyn,PA_I34A1_Wu_2015,0.004419817785559298,10.092209914243261
3B,fp8_dyn,PHOT_CHLRE_Chen_2023,0.018943483944715345,10.883476388217385
3B,fp8_dyn,PIN1_HUMAN_Tsuboyama_2023_1I6C,-0.0080917351958677,12.666963065202486
3B,fp8_dyn,PITX2_HUMAN_Tsuboyama_2023_2L7M,0.010696258052453889,13.221612512476122
3B,fp8_dyn,PKN1_HUMAN_Tsuboyama_2023_1URF,0.006564512292412117,9.895348631871192
3B,fp8_dyn,POLG_DEN26_Suphatrakul_2023,-0.005864944440394204,9.034407709576154
3B,fp8_dyn,POLG_PESV_Tsuboyama_2023_2MXD,-0.007146060642640797,14.30951411603647
3B,fp8_dyn,PPARG_HUMAN_Majithia_2016,-0.0008675633310247788,10.071232506447698
3B,fp8_dyn,PPM1D_HUMAN_Miller_2022,0.0016033070305568886,12.41561587439676
3B,fp8_dyn,PR40A_HUMAN_Tsuboyama_2023_1UZC,0.0003613876053707443,15.946488484657689
3B,fp8_dyn,PRKN_HUMAN_Clausen_2023,-0.0005723257874900023,11.300691745831752
3B,fp8_dyn,PSAE_PICP2_Tsuboyama_2023_1PSE,-0.00545504148383491,16.13831955034534
3B,fp8_dyn,PTEN_HUMAN_Matreyek_2021,0.02240889990915368,5.299059227183422
3B,fp8_dyn,PTEN_HUMAN_Mighell_2018,0.016202132577391004,5.829198210536723
3B,fp8_dyn,Q2N0S5_9HIV1_Haddox_2018,0.001358411618321495,10.452652238263063
3B,fp8_dyn,Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,-0.0006706129022290286,9.060803226314158
3B,fp8_dyn,Q53Z42_HUMAN_McShan_2019_expression,-0.0031120675028315503,9.060803226314158
3B,fp8_dyn,Q59976_STRSQ_Romero_2015,-0.0013892818659845263,13.99218794524624
3B,fp8_dyn,Q6WV12_9MAXI_Somermeyer_2022,-0.013163342502753101,11.86901589817119
3B,fp8_dyn,Q837P4_ENTFA_Meier_2023,0.00188849320834239,14.038548070854743
3B,fp8_dyn,Q837P5_ENTFA_Meier_2023,-0.015954116875831703,10.737653101686623
3B,fp8_dyn,Q8WTC7_9CNID_Somermeyer_2022,-0.003045942287933899,6.98417581524708
3B,fp8_dyn,R1AB_SARS2_Flynn_2022,-0.002699660400518722,7.423759371189022
3B,fp8_dyn,RAD_ANTMA_Tsuboyama_2023_2CJJ,-0.008550889216508206,13.878607688160846
3B,fp8_dyn,RAF1_HUMAN_Zinkus-Boltz_2019,-0.0023952568751409165,8.317246664169884
3B,fp8_dyn,RASH_HUMAN_Bandaru_2017,0.003805191082946746,10.601948184395633
3B,fp8_dyn,RASK_HUMAN_Weng_2022_abundance,0.0015229776554556151,12.265294731340006
3B,fp8_dyn,RASK_HUMAN_Weng_2022_binding-DARPin_K55,0.005597152095637603,12.398790851474574
3B,fp8_dyn,RBP1_HUMAN_Tsuboyama_2023_2KWH,0.012977399853362825,13.065025509318339
3B,fp8_dyn,RCD1_ARATH_Tsuboyama_2023_5OAO,0.002246319911689665,12.979283720882478
3B,fp8_dyn,RCRO_LAMBD_Tsuboyama_2023_1ORC,-0.010941059880477777,20.60219021689951
3B,fp8_dyn,RD23A_HUMAN_Tsuboyama_2023_1IFY,0.012866873812089896,12.942799211645735
3B,fp8_dyn,RDRP_I33A0_Li_2023,0.0026633207861710972,4.805646622156172
3B,fp8_dyn,REV_HV1H2_Fernandes_2016,0.006234161443146924,7.172908668717991
3B,fp8_dyn,RFAH_ECOLI_Tsuboyama_2023_2LCL,0.0001246883087804851,15.176293119557263
3B,fp8_dyn,RL20_AQUAE_Tsuboyama_2023_1GYZ,0.004648377103720014,18.779970870766537
3B,fp8_dyn,RL40A_YEAST_Mavor_2016,-0.016974942394815506,8.081935831887254
3B,fp8_dyn,RL40A_YEAST_Roscoe_2013,-0.008851434256355595,7.834256977146769
3B,fp8_dyn,RL40A_YEAST_Roscoe_2014,-0.0020064319961581867,8.367018755560101
3B,fp8_dyn,RNC_ECOLI_Weeks_2023,0.001959948016620361,14.598940020610323
3B,fp8_dyn,RPC1_BP434_Tsuboyama_2023_1R69,-0.003888077535107004,26.65187340632937
3B,fp8_dyn,RPC1_LAMBD_Li_2019_high-expression,-0.0011338559942275506,10.840848074718307
3B,fp8_dyn,RPC1_LAMBD_Li_2019_low-expression,0.0035106833076485877,10.840848074718307
3B,fp8_dyn,RS15_GEOSE_Tsuboyama_2023_1A32,0.007608969613334404,11.824040931441804
3B,fp8_dyn,S22A1_HUMAN_Yee_2023_abundance,-0.0017920540872081725,9.1918651934172
3B,fp8_dyn,S22A1_HUMAN_Yee_2023_activity,-0.004243077077818458,9.19988334304829
3B,fp8_dyn,SAV1_MOUSE_Tsuboyama_2023_2YSB,0.0013522458940741222,15.438847212073417
3B,fp8_dyn,SBI_STAAM_Tsuboyama_2023_2JVG,0.008387513468703034,10.626208173828527
3B,fp8_dyn,SC6A4_HUMAN_Young_2021,-0.0019936070123686145,13.606006750808389
3B,fp8_dyn,SCIN_STAAR_Tsuboyama_2023_2QFF,-0.0005716753195864066,11.802252962373052
3B,fp8_dyn,SDA_BACSU_Tsuboyama_2023_1PV0,0.0006092837818981733,31.378441028224746
3B,fp8_dyn,SERC_HUMAN_Xie_2023,5.877091071881946e-05,13.939644545978533
3B,fp8_dyn,SHOC2_HUMAN_Kwon_2022,0.011705488137244924,7.393685660359169
3B,fp8_dyn,SOX30_HUMAN_Tsuboyama_2023_7JJK,0.010894451921539094,11.504745369765825
3B,fp8_dyn,SPA_STAAU_Tsuboyama_2023_1LP1,0.0078032814862745,4.7741804570029585
3B,fp8_dyn,SPG1_STRSG_Olson_2014,0.0034039958064288056,17.955493871124606
3B,fp8_dyn,SPG1_STRSG_Wu_2016,0.013037379515235897,15.684102265871225
3B,fp8_dyn,SPG2_STRSG_Tsuboyama_2023_5UBS,0.004028837701600785,28.795394998320557
3B,fp8_dyn,SPTN1_CHICK_Tsuboyama_2023_1TUD,0.004779996020807475,13.24655262992348
3B,fp8_dyn,SQSTM_MOUSE_Tsuboyama_2023_2RRU,0.00510955805956248,8.05526442352233
3B,fp8_dyn,SR43C_ARATH_Tsuboyama_2023_2N88,0.0026822455976663884,19.849179565773493
3B,fp8_dyn,SRBS1_HUMAN_Tsuboyama_2023_2O2W,-0.0002543988694110322,9.99425543448338
3B,fp8_dyn,SRC_HUMAN_Ahler_2019,0.0038796721321022742,12.462767986861744
3B,fp8_dyn,SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,-0.0002843035642727809,13.552599708405237
3B,fp8_dyn,SRC_HUMAN_Nguyen_2022,0.00212018458248292,12.447822930937315
3B,fp8_dyn,SUMO1_HUMAN_Weile_2017,0.009361475030431388,7.806795112844195
3B,fp8_dyn,SYUA_HUMAN_Newberry_2020,-0.012748952458449092,13.329081492658643
3B,fp8_dyn,TADBP_HUMAN_Bolognesi_2019,0.002160363259471401,10.53318558075244
3B,fp8_dyn,TAT_HV1BR_Fernandes_2016,0.0022969645937336997,18.10161100698601
3B,fp8_dyn,TCRG1_MOUSE_Tsuboyama_2023_1E0L,-0.016607308345035987,14.654053439918743
3B,fp8_dyn,THO1_YEAST_Tsuboyama_2023_2WQG,-0.004589647116453155,21.31599761001427
3B,fp8_dyn,TNKS2_HUMAN_Tsuboyama_2023_5JRT,0.001057673624808242,10.285806821646622
3B,fp8_dyn,TPK1_HUMAN_Weile_2017,-0.002224537223119216,8.710451255345555
3B,fp8_dyn,TPMT_HUMAN_Matreyek_2018,0.009859548282766417,9.464291062919461
3B,fp8_dyn,TPOR_HUMAN_Bridgford_2020,-0.024592072529004305,6.90904415423226
3B,fp8_dyn,TRPC_SACS2_Chan_2017,-0.0004263909599491189,13.423829088745919
3B,fp8_dyn,TRPC_THEMA_Chan_2017,0.0014765527137359236,15.373888419089006
3B,fp8_dyn,UBC9_HUMAN_Weile_2017,-0.0034298289674200566,12.08317045109933
3B,fp8_dyn,UBE4B_HUMAN_Tsuboyama_2023_3L1X,0.000612305114401912,13.902884868541022
3B,fp8_dyn,UBR5_HUMAN_Tsuboyama_2023_1I2T,-0.00240313591265795,11.703426789262634
3B,fp8_dyn,VG08_BPP22_Tsuboyama_2023_2GP8,-0.003280547056169314,17.770591872374013
3B,fp8_dyn,VILI_CHICK_Tsuboyama_2023_1YU5,-0.006730392551006492,15.59880829636627
3B,fp8_dyn,VKOR1_HUMAN_Chiasson_2020_abundance,-0.004992038530276299,14.262912248454317
3B,fp8_dyn,VKOR1_HUMAN_Chiasson_2020_activity,0.0011582609866445104,16.212553412448564
3B,fp8_dyn,VRPI_BPT7_Tsuboyama_2023_2WNM,-0.009475819126245955,16.897962089669647
3B,fp8_dyn,YAIA_ECOLI_Tsuboyama_2023_2KVT,0.0003835428625241777,13.58586181556401
3B,fp8_dyn,YAP1_HUMAN_Araya_2012,0.009546362947001785,6.913410660410898
3B,fp8_dyn,YNZC_BACSU_Tsuboyama_2023_2JVD,0.0009968284016180773,18.388323314040555
3B,int8_dyn,A0A192B1T2_9HIV1_Haddox_2018,-0.0007837511594984969,4.757676437040134
3B,int8_dyn,A0A1I9GEU1_NEIME_Kennouche_2019,0.010035875585793302,7.784697086376174
3B,int8_dyn,A0A247D711_LISMN_Stadelmann_2021,-0.0117573205856637,3.109061032321824
3B,int8_dyn,A0A2Z5U3Z0_9INFA_Doud_2016,-0.002535670467559814,5.282265910339318
3B,int8_dyn,A0A2Z5U3Z0_9INFA_Wu_2014,-0.003460587002156512,5.001164258238681
3B,int8_dyn,A4D664_9INFA_Soh_2019,-0.0025968003482494117,4.7384467465999025
3B,int8_dyn,A4GRB6_PSEAI_Chen_2020,3.778432786738506e-05,7.593688836799405
3B,int8_dyn,A4_HUMAN_Seuma_2022,-0.03119864663920069,4.654103003123659
3B,int8_dyn,AACC1_PSEAI_Dandage_2018,-0.003934537300907204,8.140493480403078
3B,int8_dyn,ACE2_HUMAN_Chan_2020,0.015736472581736022,7.742459145079485
3B,int8_dyn,ADRB2_HUMAN_Jones_2020,-0.0015817469291702357,10.590843815052
3B,int8_dyn,AICDA_HUMAN_Gajula_2014_3cycles,0.00014750396375007302,7.464133680146209
3B,int8_dyn,AMFR_HUMAN_Tsuboyama_2023_4G3O,0.014183598162383071,11.963822295203181
3B,int8_dyn,AMIE_PSEAE_Wrenbeck_2017,-0.004124516239374376,5.412025975876617
3B,int8_dyn,ANCSZ_Hobbs_2022,-0.00162821738412533,11.419096586602363
3B,int8_dyn,ARGR_ECOLI_Tsuboyama_2023_1AOY,-0.024902506320281403,1.8560817269041319
3B,int8_dyn,B2L11_HUMAN_Dutta_2010_binding-Mcl-1,0.020853922234375377,7.193377542935837
3B,int8_dyn,BBC1_YEAST_Tsuboyama_2023_1TG0,-0.0059522425273279556,13.30272922764464
3B,int8_dyn,BCHB_CHLTE_Tsuboyama_2023_2KRU,-0.012881132106027038,7.161026711975666
3B,int8_dyn,BLAT_ECOLX_Deng_2012,0.0017028398401303102,5.436099650682095
3B,int8_dyn,BLAT_ECOLX_Firnberg_2014,0.02725063811938999,5.407255886658946
3B,int8_dyn,BLAT_ECOLX_Jacquier_2013,0.013335639665394416,5.155611994365004
3B,int8_dyn,BLAT_ECOLX_Stiffler_2015,0.026619158568725543,5.436099650682095
3B,int8_dyn,C6KNH7_9INFA_Lee_2018,0.008105814201894712,3.8946271497941205
3B,int8_dyn,CALM1_HUMAN_Weile_2017,-0.00324373955232371,7.886821610195111
3B,int8_dyn,CAPSD_AAV2S_Sinai_2021,-0.018958037032692693,5.852097579625021
3B,int8_dyn,CASP3_HUMAN_Roychowdhury_2020,0.014874380851461422,5.1500204770087485
3B,int8_dyn,CASP7_HUMAN_Roychowdhury_2020,0.012462112883493637,5.829224859712923
3B,int8_dyn,CATR_CHLRE_Tsuboyama_2023_2AMI,-0.0001267653788724621,11.126574509654912
3B,int8_dyn,CBPA2_HUMAN_Tsuboyama_2023_1O6X,0.013156229564938449,6.551144288488268
3B,int8_dyn,CBS_HUMAN_Sun_2020,-0.0063111948479004365,8.054578109083677
3B,int8_dyn,CBX4_HUMAN_Tsuboyama_2023_2K28,-0.00688732120561053,8.186495705897055
3B,int8_dyn,CCDB_ECOLI_Adkar_2012,0.0020391023115881035,7.294770441248659
3B,int8_dyn,CCDB_ECOLI_Tripathi_2016,-0.0008213723110848115,6.780444476045334
3B,int8_dyn,CCR5_HUMAN_Gill_2023,0.00352514678351451,9.443617557855772
3B,int8_dyn,CD19_HUMAN_Klesmith_2019_FMC_singles,-0.01406472844582729,5.794134331435665
3B,int8_dyn,CP2C9_HUMAN_Amorosi_2021_abundance,0.0028995513424383557,10.459168710409338
3B,int8_dyn,CP2C9_HUMAN_Amorosi_2021_activity,-0.004873101076471875,10.002647752637989
3B,int8_dyn,CSN4_MOUSE_Tsuboyama_2023_1UFM,-0.0009807569994494947,8.303477363135345
3B,int8_dyn,CUE1_YEAST_Tsuboyama_2023_2MYX,-0.00453901816731872,5.969326534964025
3B,int8_dyn,D7PM05_CLYGR_Somermeyer_2022,-0.015718094457460294,2.3851553320064043
3B,int8_dyn,DLG4_HUMAN_Faure_2021,0.007071589046326432,10.216272676014125
3B,int8_dyn,DLG4_RAT_McLaughlin_2012,-0.0032457804982892746,8.141508172234769
3B,int8_dyn,DN7A_SACS2_Tsuboyama_2023_1JIC,0.02343509397897675,2.717257763200695
3B,int8_dyn,DNJA1_HUMAN_Tsuboyama_2023_2LO1,0.0033887201781770404,14.53192517399513
3B,int8_dyn,DOCK1_MOUSE_Tsuboyama_2023_2M0Y,-0.010382390358987637,9.012713800496908
3B,int8_dyn,DYR_ECOLI_Nguyen_2023,-0.006471712075773017,13.576251594933694
3B,int8_dyn,DYR_ECOLI_Thompson_2019,-0.0035507680200588254,12.381410983026688
3B,int8_dyn,ENVZ_ECOLI_Ghose_2023,-0.0006896856957013253,5.475073551050917
3B,int8_dyn,ENV_HV1B9_DuenasDecamp_2016,-0.0426149860679763,5.340791642603828
3B,int8_dyn,ENV_HV1BR_Haddox_2016,0.0020841741755659032,4.2371223050629325
3B,int8_dyn,EPHB2_HUMAN_Tsuboyama_2023_1F0M,0.005097139179062737,17.800832739161383
3B,int8_dyn,ESTA_BACSU_Nutschel_2020,-0.006800971052303706,7.94841250390827
3B,int8_dyn,F7YBW8_MESOW_Aakre_2015,-0.01291635071136471,8.38673135824383
3B,int8_dyn,F7YBW8_MESOW_Ding_2023,-0.010882567104293639,14.7427609482586
3B,int8_dyn,FECA_ECOLI_Tsuboyama_2023_2D1U,0.0016805774659859885,9.643132957353167
3B,int8_dyn,FKBP3_HUMAN_Tsuboyama_2023_2KFV,-0.1267599841479649,1.2552261355196161
3B,int8_dyn,GAL4_YEAST_Kitzman_2015,0.0015680953525375463,8.593047646166697
3B,int8_dyn,GCN4_YEAST_Staller_2018,0.013436291734225725,5.54569077731391
3B,int8_dyn,GDIA_HUMAN_Silverstein_2021,0.012261452334512868,5.059666402055392
3B,int8_dyn,GFP_AEQVI_Sarkisyan_2016,-0.023908133602983286,2.257393492619251
3B,int8_dyn,GLPA_HUMAN_Elazar_2016,0.010285187797076711,5.454437897376238
3B,int8_dyn,GRB2_HUMAN_Faure_2021,0.019809314162618774,8.224964278044189
3B,int8_dyn,HCP_LAMBD_Tsuboyama_2023_2L6Q,0.030743515428974688,7.04582276861825
3B,int8_dyn,HECD1_HUMAN_Tsuboyama_2023_3DKM,-0.018169070470299975,7.233349364319472
3B,int8_dyn,HEM3_HUMAN_Loggerenberg_2023,0.005826063845474405,8.055133292674654
3B,int8_dyn,HIS7_YEAST_Pokusaeva_2019,-0.002310710005714589,7.374338954035472
3B,int8_dyn,HMDH_HUMAN_Jiang_2019,0.019849292108045202,6.822207397779176
3B,int8_dyn,HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,-0.01627326236655241,7.869619062021709
3B,int8_dyn,HSP82_YEAST_Flynn_2019,-0.005786586545426797,7.22526744258968
3B,int8_dyn,HSP82_YEAST_Mishra_2016,-0.0112597846535204,7.487816017821949
3B,int8_dyn,HXK4_HUMAN_Gersing_2022_activity,0.0004696886540385137,8.597020659241567
3B,int8_dyn,HXK4_HUMAN_Gersing_2023_abundance,0.002913588218561358,8.591200614038984
3B,int8_dyn,I6TAH8_I68A0_Doud_2015,0.0119739865657162,3.7421013492287467
3B,int8_dyn,IF1_ECOLI_Kelsic_2016,-0.005720846679488689,6.767540516287396
3B,int8_dyn,ILF3_HUMAN_Tsuboyama_2023_2L33,0.035538744674024014,5.01169108672244
3B,int8_dyn,ISDH_STAAW_Tsuboyama_2023_2LHR,-0.025498279136926982,4.10906525540322
3B,int8_dyn,KCNE1_HUMAN_Muhammad_2023_expression,0.015405220238114394,4.747494953552933
3B,int8_dyn,KCNE1_HUMAN_Muhammad_2023_function,0.002671641569207295,4.758839403370295
3B,int8_dyn,KCNJ2_MOUSE_Coyote-Maestas_2022_function,-0.0047862098002764975,10.048749976531962
3B,int8_dyn,KCNJ2_MOUSE_Coyote-Maestas_2022_surface,0.002137979770864107,9.915013234059598
3B,int8_dyn,KKA2_KLEPN_Melnikov_2014,-0.0015923755647172522,9.552427305165969
3B,int8_dyn,LGK_LIPST_Klesmith_2015,-0.005510246866194057,7.3096518230256144
3B,int8_dyn,LYAM1_HUMAN_Elazar_2016,-0.014869893598905504,5.4127403139553545
3B,int8_dyn,MAFG_MOUSE_Tsuboyama_2023_1K1V,-0.05751749207902074,6.725116947034116
3B,int8_dyn,MBD11_ARATH_Tsuboyama_2023_6ACV,0.02735862779779885,7.249960405780717
3B,int8_dyn,MET_HUMAN_Estevam_2023,-0.004535841021656717,9.756972988891334
3B,int8_dyn,MK01_HUMAN_Brenan_2016,0.006149519682740995,7.305656872499912
3B,int8_dyn,MLAC_ECOLI_MacRae_2023,-0.005643780943164756,8.536124661878365
3B,int8_dyn,MSH2_HUMAN_Jia_2020,0.015110523354242067,4.198501962165306
3B,int8_dyn,MTH3_HAEAE_RockahShmuel_2015,-0.007243280344613301,8.909026076123746
3B,int8_dyn,MTHR_HUMAN_Weile_2021,-0.00619760156861332,5.944527539709144
3B,int8_dyn,MYO3_YEAST_Tsuboyama_2023_2BTT,0.027496390660225023,7.5100693683226805
3B,int8_dyn,NCAP_I34A1_Doud_2015,0.002079740099493896,3.65174634853974
3B,int8_dyn,NKX31_HUMAN_Tsuboyama_2023_2L9R,0.02072008325459851,10.09149785603798
3B,int8_dyn,NRAM_I33A0_Jiang_2016,0.0328850915500678,6.326483303910903
3B,int8_dyn,NUD15_HUMAN_Suiter_2020,-0.004114595183695724,7.10149205806591
3B,int8_dyn,NUSA_ECOLI_Tsuboyama_2023_1WCL,-0.01625649061463852,13.020273113939998
3B,int8_dyn,NUSG_MYCTU_Tsuboyama_2023_2MI6,-0.0037155332977815148,6.541534810422102
3B,int8_dyn,OBSCN_HUMAN_Tsuboyama_2023_1V1C,0.007598120095523853,6.4982570413396905
3B,int8_dyn,ODP2_GEOSE_Tsuboyama_2023_1W4G,0.060917531485110796,2.4269955327188306
3B,int8_dyn,OPSD_HUMAN_Wan_2019,0.04156591290817602,6.097906303058551
3B,int8_dyn,OTC_HUMAN_Lo_2023,0.01801233971709626,8.914657065405253
3B,int8_dyn,OTU7A_HUMAN_Tsuboyama_2023_2L2D,0.0021588397045788077,3.4238251725521875
3B,int8_dyn,OXDA_RHOTO_Vanella_2023_activity,-0.0031778928727144162,8.132211379525906
3B,int8_dyn,OXDA_RHOTO_Vanella_2023_expression,0.008613007425610497,8.233690286078469
3B,int8_dyn,P53_HUMAN_Giacomelli_2018_Null_Etoposide,0.003958963953053396,7.45899924045023
3B,int8_dyn,P53_HUMAN_Giacomelli_2018_Null_Nutlin,0.005794682574395582,7.45899924045023
3B,int8_dyn,P53_HUMAN_Giacomelli_2018_WT_Nutlin,0.009101477783064194,7.45899924045023
3B,int8_dyn,P53_HUMAN_Kotler_2018,0.004003715144704434,7.332220459792418
3B,int8_dyn,P84126_THETH_Chan_2017,0.015591459007929243,8.993251206802311
3B,int8_dyn,PABP_YEAST_Melamed_2013,-0.005048992452935108,9.79806234028609
3B,int8_dyn,PAI1_HUMAN_Huttinger_2021,0.004689515327696014,7.060816812750653
3B,int8_dyn,PA_I34A1_Wu_2015,-0.0034409793466989025,1.9028416603434257
3B,int8_dyn,PHOT_CHLRE_Chen_2023,-0.018236199618628324,6.542730535637298
3B,int8_dyn,PIN1_HUMAN_Tsuboyama_2023_1I6C,0.010974390347085916,7.773454179892891
3B,int8_dyn,PITX2_HUMAN_Tsuboyama_2023_2L7M,0.01816206513719032,10.811426781259934
3B,int8_dyn,PKN1_HUMAN_Tsuboyama_2023_1URF,0.0013467824915699977,4.859122400022535
3B,int8_dyn,POLG_DEN26_Suphatrakul_2023,-0.01026690329941704,5.328432741765653
3B,int8_dyn,POLG_PESV_Tsuboyama_2023_2MXD,-0.062172541262047,4.876699788958072
3B,int8_dyn,PPARG_HUMAN_Majithia_2016,-0.0059987609335578895,7.17416355421283
3B,int8_dyn,PPM1D_HUMAN_Miller_2022,-0.002084574975089293,8.952700315376998
3B,int8_dyn,PR40A_HUMAN_Tsuboyama_2023_1UZC,0.0044333561746866534,8.26039687015744
3B,int8_dyn,PRKN_HUMAN_Clausen_2023,-0.002719357071955253,7.502796894719031
3B,int8_dyn,PSAE_PICP2_Tsuboyama_2023_1PSE,0.01790929643346484,9.105729252832457
3B,int8_dyn,PTEN_HUMAN_Matreyek_2021,0.02876688696446711,3.155127148379694
3B,int8_dyn,PTEN_HUMAN_Mighell_2018,0.02880830988714439,3.313928089859036
3B,int8_dyn,Q2N0S5_9HIV1_Haddox_2018,0.0005402905678421055,5.073343517491948
3B,int8_dyn,Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,-0.013286908681523824,6.6625546622594385
3B,int8_dyn,Q53Z42_HUMAN_McShan_2019_expression,-0.0045026289343662595,6.6625546622594385
3B,int8_dyn,Q59976_STRSQ_Romero_2015,0.014240523122163173,7.116726345169405
3B,int8_dyn,Q6WV12_9MAXI_Somermeyer_2022,-0.0124124764233759,3.01669742691514
3B,int8_dyn,Q837P4_ENTFA_Meier_2023,-0.0074822363537341285,9.60369171257333
3B,int8_dyn,Q837P5_ENTFA_Meier_2023,0.016088821141461374,7.024231508608426
3B,int8_dyn,Q8WTC7_9CNID_Somermeyer_2022,0.0017202244880123,2.3072031971093367
3B,int8_dyn,R1AB_SARS2_Flynn_2022,-0.00929356898908379,4.840659278375731
3B,int8_dyn,RAD_ANTMA_Tsuboyama_2023_2CJJ,0.014347220586188869,11.266620221845045
3B,int8_dyn,RAF1_HUMAN_Zinkus-Boltz_2019,0.015779195024510473,6.617995316226634
3B,int8_dyn,RASH_HUMAN_Bandaru_2017,0.004111428992234822,7.858750501038035
3B,int8_dyn,RASK_HUMAN_Weng_2022_abundance,0.003200567043390695,9.536424848672553
3B,int8_dyn,RASK_HUMAN_Weng_2022_binding-DARPin_K55,0.002541980787609255,9.670597507197678
3B,int8_dyn,RBP1_HUMAN_Tsuboyama_2023_2KWH,0.019620013205127018,5.332045332719032
3B,int8_dyn,RCD1_ARATH_Tsuboyama_2023_5OAO,0.027455455074896273,6.811547749487099
3B,int8_dyn,RCRO_LAMBD_Tsuboyama_2023_1ORC,-0.01638620938584201,6.393590736801694
3B,int8_dyn,RD23A_HUMAN_Tsuboyama_2023_1IFY,0.007090622736188101,9.353866244723125
3B,int8_dyn,RDRP_I33A0_Li_2023,-0.02820540482709688,2.774417302705588
3B,int8_dyn,REV_HV1H2_Fernandes_2016,-0.01069544829103447,4.305003753763621
