model,config,assay,delta,snr
650M,bf16,A0A192B1T2_9HIV1_Haddox_2018,-0.0008898785490230043,53.44502636436111
650M,bf16,A0A1I9GEU1_NEIME_Kennouche_2019,-0.0005466047131323995,68.53014392815157
650M,bf16,A0A247D711_LISMN_Stadelmann_2021,-0.0005598346933616966,72.8201867080474
650M,bf16,A0A2Z5U3Z0_9INFA_Doud_2016,-0.00044465018550754465,29.666667329152755
650M,bf16,A0A2Z5U3Z0_9INFA_Wu_2014,0.00027404700911370927,29.10436188643915
650M,bf16,A4D664_9INFA_Soh_2019,0.0002005778822911919,63.22104002101102
650M,bf16,A4GRB6_PSEAI_Chen_2020,-0.0008926670206224063,74.08971078831743
650M,bf16,A4_HUMAN_Seuma_2022,-0.0011391890142291028,62.44295540369328
650M,bf16,AACC1_PSEAI_Dandage_2018,-0.0008825437903012823,57.00698890205165
650M,bf16,ACE2_HUMAN_Chan_2020,0.000921259292686688,47.95981728578387
650M,bf16,ADRB2_HUMAN_Jones_2020,0.00017951915361347215,70.5151564998706
650M,bf16,AICDA_HUMAN_Gajula_2014_3cycles,-0.004037691239721086,54.77488026878154
650M,bf16,AMFR_HUMAN_Tsuboyama_2023_4G3O,0.0007432387590962097,77.71952693367504
650M,bf16,AMIE_PSEAE_Wrenbeck_2017,1.799202040431158e-05,50.225685432584164
650M,bf16,ANCSZ_Hobbs_2022,-0.00035304614834796855,76.46696749830474
650M,bf16,ARGR_ECOLI_Tsuboyama_2023_1AOY,0.0015485180052899894,41.636861861978076
650M,bf16,B2L11_HUMAN_Dutta_2010_binding-Mcl-1,0.0162306242133603,27.388286173299072
650M,bf16,BBC1_YEAST_Tsuboyama_2023_1TG0,0.0004291603534329891,101.31100117370332
650M,bf16,BCHB_CHLTE_Tsuboyama_2023_2KRU,0.002424199756183576,51.56077795274274
650M,bf16,BLAT_ECOLX_Deng_2012,0.0008355895761653631,58.287350008865985
650M,bf16,BLAT_ECOLX_Firnberg_2014,-0.0005011596596032897,57.85546211577926
650M,bf16,BLAT_ECOLX_Jacquier_2013,-0.0005537157963815265,60.19840314528218
650M,bf16,BLAT_ECOLX_Stiffler_2015,-0.0003430522745464515,58.287350008865985
650M,bf16,C6KNH7_9INFA_Lee_2018,-0.0010952111296504974,33.27064740000547
650M,bf16,CALM1_HUMAN_Weile_2017,-0.0014580605478273778,49.842227517595234
650M,bf16,CAPSD_AAV2S_Sinai_2021,0.0012043958469908356,91.82655685131014
650M,bf16,CASP3_HUMAN_Roychowdhury_2020,0.000695482281935389,55.819721193095226
650M,bf16,CASP7_HUMAN_Roychowdhury_2020,0.000849681043749051,47.989795187844074
650M,bf16,CATR_CHLRE_Tsuboyama_2023_2AMI,0.00034551499966650745,83.67924767907104
650M,bf16,CBPA2_HUMAN_Tsuboyama_2023_1O6X,6.768790018152337e-05,83.39844242445217
650M,bf16,CBS_HUMAN_Sun_2020,-3.0975731432403286e-05,61.02244660492603
650M,bf16,CBX4_HUMAN_Tsuboyama_2023_2K28,0.0015897650822040976,77.53926388747567
650M,bf16,CCDB_ECOLI_Adkar_2012,-0.0005022611303576174,62.07716144773631
650M,bf16,CCDB_ECOLI_Tripathi_2016,0.00040090791762681377,61.20528063137712
650M,bf16,CCR5_HUMAN_Gill_2023,-0.00022430215469881887,60.75999433834113
650M,bf16,CD19_HUMAN_Klesmith_2019_FMC_singles,-0.0005098171644295005,71.62806169910739
650M,bf16,CP2C9_HUMAN_Amorosi_2021_abundance,0.0005198746609587079,63.02617084434102
650M,bf16,CP2C9_HUMAN_Amorosi_2021_activity,0.0009883628918215814,62.078139956340564
650M,bf16,CSN4_MOUSE_Tsuboyama_2023_1UFM,-0.0013736610085304801,28.622583075337662
650M,bf16,CUE1_YEAST_Tsuboyama_2023_2MYX,-0.0016928842123776766,74.92287829816975
650M,bf16,D7PM05_CLYGR_Somermeyer_2022,-0.0009377544807126978,36.547766376511106
650M,bf16,DLG4_HUMAN_Faure_2021,0.0025236126509394774,44.145494997905544
650M,bf16,DLG4_RAT_McLaughlin_2012,-0.0014437759599343902,38.38187548315451
650M,bf16,DN7A_SACS2_Tsuboyama_2023_1JIC,-0.0020865597088036147,59.7472929112507
650M,bf16,DNJA1_HUMAN_Tsuboyama_2023_2LO1,0.0013709593851668478,99.10437565770204
650M,bf16,DOCK1_MOUSE_Tsuboyama_2023_2M0Y,-0.0013090035188620952,58.87858145915217
650M,bf16,DYR_ECOLI_Nguyen_2023,-0.00075377546040023,71.90925544594229
650M,bf16,DYR_ECOLI_Thompson_2019,-0.0009897562279668204,66.04498396936584
650M,bf16,ENVZ_ECOLI_Ghose_2023,-0.001430979611163008,52.246481438352035
650M,bf16,ENV_HV1B9_DuenasDecamp_2016,-0.0023321935018832014,64.07316688130486
650M,bf16,ENV_HV1BR_Haddox_2016,-0.0007417783620205995,56.20153520056792
650M,bf16,EPHB2_HUMAN_Tsuboyama_2023_1F0M,-0.00025543404673677994,101.97970655842786
650M,bf16,ESTA_BACSU_Nutschel_2020,-0.00014390241523232206,63.49982045351292
650M,bf16,F7YBW8_MESOW_Aakre_2015,0.0037431088621494024,30.34499312121839
650M,bf16,F7YBW8_MESOW_Ding_2023,-0.00034480374511641765,98.40376844880994
650M,bf16,FECA_ECOLI_Tsuboyama_2023_2D1U,-0.0010023126686948824,64.20716648101052
650M,bf16,FKBP3_HUMAN_Tsuboyama_2023_2KFV,0.0037482531409679942,17.340403130326735
650M,bf16,GAL4_YEAST_Kitzman_2015,-0.0005687372726336237,66.69908166230964
650M,bf16,GCN4_YEAST_Staller_2018,0.0002724970329457399,94.45265264484917
650M,bf16,GDIA_HUMAN_Silverstein_2021,0.00010503359436730975,36.02351961330983
650M,bf16,GFP_AEQVI_Sarkisyan_2016,-0.00017804804246479566,41.69855334773579
650M,bf16,GLPA_HUMAN_Elazar_2016,-0.001281010637364799,74.0973618420801
650M,bf16,GRB2_HUMAN_Faure_2021,0.001083442502939902,76.17977909708493
650M,bf16,HCP_LAMBD_Tsuboyama_2023_2L6Q,-0.0028111162808427403,50.07692074084716
650M,bf16,HECD1_HUMAN_Tsuboyama_2023_3DKM,-0.0015355025946068301,59.31487074447729
650M,bf16,HEM3_HUMAN_Loggerenberg_2023,0.00011317229649349114,63.47112288394878
650M,bf16,HIS7_YEAST_Pokusaeva_2019,-0.0013727189161781284,30.880450427618456
650M,bf16,HMDH_HUMAN_Jiang_2019,0.0014002159588690777,44.509876988222935
650M,bf16,HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,-0.0012170565280863466,48.16064669953853
650M,bf16,HSP82_YEAST_Flynn_2019,-0.0007935852497620854,54.20428490931498
650M,bf16,HSP82_YEAST_Mishra_2016,-0.001093224915149682,58.40481085842779
650M,bf16,HXK4_HUMAN_Gersing_2022_activity,-0.00015995164920690197,67.45738961467224
650M,bf16,HXK4_HUMAN_Gersing_2023_abundance,-0.000179459402750215,67.32593184919521
650M,bf16,I6TAH8_I68A0_Doud_2015,0.0004507794100340988,81.18105069812022
650M,bf16,IF1_ECOLI_Kelsic_2016,-0.00033699372186857257,63.14300598229533
650M,bf16,ILF3_HUMAN_Tsuboyama_2023_2L33,-0.0030097212844359955,23.92221901635492
650M,bf16,ISDH_STAAW_Tsuboyama_2023_2LHR,5.6752257321435184e-05,137.91344314092206
650M,bf16,KCNE1_HUMAN_Muhammad_2023_expression,-4.689362040900813e-05,40.87854835411566
650M,bf16,KCNE1_HUMAN_Muhammad_2023_function,-0.0011008221607108348,40.83077211440665
650M,bf16,KCNJ2_MOUSE_Coyote-Maestas_2022_function,-0.0005984070486744208,54.819966918922
650M,bf16,KCNJ2_MOUSE_Coyote-Maestas_2022_surface,-0.00024785051823500437,54.74791331207298
650M,bf16,KKA2_KLEPN_Melnikov_2014,-0.00037380304857637103,57.110619343087954
650M,bf16,LGK_LIPST_Klesmith_2015,0.0002825219037305704,48.58662097989513
650M,bf16,LYAM1_HUMAN_Elazar_2016,-0.0020712892171568797,77.50901667297258
650M,bf16,MAFG_MOUSE_Tsuboyama_2023_1K1V,-0.00027213982957358107,109.47769896341788
650M,bf16,MBD11_ARATH_Tsuboyama_2023_6ACV,0.00420976827527253,41.226934364409175
650M,bf16,MET_HUMAN_Estevam_2023,-0.0003099920905433873,65.31148591287729
650M,bf16,MK01_HUMAN_Brenan_2016,2.3830361944698897e-05,64.5676133552423
650M,bf16,MLAC_ECOLI_MacRae_2023,-0.00042660323219695373,58.527695829555554
650M,bf16,MSH2_HUMAN_Jia_2020,-0.0004487839870437882,37.54172652601638
650M,bf16,MTH3_HAEAE_RockahShmuel_2015,0.000650497445727316,56.73179538331488
650M,bf16,MTHR_HUMAN_Weile_2021,-3.899654180433698e-05,36.92713948231289
650M,bf16,MYO3_YEAST_Tsuboyama_2023_2BTT,-0.0011244077476968428,78.10255695024708
650M,bf16,NCAP_I34A1_Doud_2015,-0.0003182337908633967,65.1265238889711
650M,bf16,NKX31_HUMAN_Tsuboyama_2023_2L9R,-0.0006020954205988582,56.62914656388765
650M,bf16,NRAM_I33A0_Jiang_2016,0.0012809215475655111,27.146286676366067
650M,bf16,NUD15_HUMAN_Suiter_2020,0.0012921560789845854,56.040299159192934
650M,bf16,NUSA_ECOLI_Tsuboyama_2023_1WCL,-0.002009847580209001,95.5452251496345
650M,bf16,NUSG_MYCTU_Tsuboyama_2023_2MI6,-0.0010329544218626863,60.911255980967006
650M,bf16,OBSCN_HUMAN_Tsuboyama_2023_1V1C,-0.0008066924724033919,69.08490817648695
650M,bf16,ODP2_GEOSE_Tsuboyama_2023_1W4G,0.002231327572619707,42.6781715472185
650M,bf16,OPSD_HUMAN_Wan_2019,0.0014361845429367026,35.864250950732156
650M,bf16,OTC_HUMAN_Lo_2023,0.0002204852173870453,53.96139142280076
650M,bf16,OTU7A_HUMAN_Tsuboyama_2023_2L2D,-0.003848755016638006,35.43324116559785
650M,bf16,OXDA_RHOTO_Vanella_2023_activity,0.0001253886764341905,50.59582244752162
650M,bf16,OXDA_RHOTO_Vanella_2023_expression,-6.745651354000959e-05,51.63939542079706
650M,bf16,P53_HUMAN_Giacomelli_2018_Null_Etoposide,-0.0001400787874408782,56.03011359340744
650M,bf16,P53_HUMAN_Giacomelli_2018_Null_Nutlin,-0.00014164672467537054,56.03011359340744
650M,bf16,P53_HUMAN_Giacomelli_2018_WT_Nutlin,-0.0006729564997111637,56.03011359340744
650M,bf16,P53_HUMAN_Kotler_2018,0.00014971367234395405,47.243557941668236
650M,bf16,P84126_THETH_Chan_2017,-0.0005018482761203202,63.553575746678554
650M,bf16,PABP_YEAST_Melamed_2013,-0.00040448462426323495,66.60412434894906
650M,bf16,PAI1_HUMAN_Huttinger_2021,-0.0005110888764008892,65.7819635124895
650M,bf16,PA_I34A1_Wu_2015,-3.4784057727201e-05,29.48211757420291
650M,bf16,PHOT_CHLRE_Chen_2023,-0.002435520799937696,53.361589180203374
650M,bf16,PIN1_HUMAN_Tsuboyama_2023_1I6C,-0.002388160614266166,59.75676580657866
650M,bf16,PITX2_HUMAN_Tsuboyama_2023_2L7M,-0.0030070045118747446,41.33179731152829
650M,bf16,PKN1_HUMAN_Tsuboyama_2023_1URF,-0.0028082798054646085,31.627623645170214
650M,bf16,POLG_DEN26_Suphatrakul_2023,-0.0009296507155820977,48.197231124717796
650M,bf16,POLG_PESV_Tsuboyama_2023_2MXD,0.017684231845159715,32.608755148937945
650M,bf16,PPARG_HUMAN_Majithia_2016,0.0010678551056205743,53.78967688893229
650M,bf16,PPM1D_HUMAN_Miller_2022,-0.0003850740866635505,51.307363447683805
650M,bf16,PR40A_HUMAN_Tsuboyama_2023_1UZC,0.0009348664850243882,69.74447978589464
650M,bf16,PRKN_HUMAN_Clausen_2023,-0.0005569700654102228,59.70535130575949
650M,bf16,PSAE_PICP2_Tsuboyama_2023_1PSE,0.00048286181330126077,109.94367399280438
650M,bf16,PTEN_HUMAN_Matreyek_2021,-0.0002904152068199939,45.3975196288646
650M,bf16,PTEN_HUMAN_Mighell_2018,-6.689404337234528e-05,46.5625365300575
650M,bf16,Q2N0S5_9HIV1_Haddox_2018,-0.0006106853636339976,45.22501291140309
650M,bf16,Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,-0.0009084835759415877,47.85645041631227
650M,bf16,Q53Z42_HUMAN_McShan_2019_expression,0.00043405338642665825,47.85645041631227
650M,bf16,Q59976_STRSQ_Romero_2015,-0.0010636039380789164,55.67810290291913
650M,bf16,Q6WV12_9MAXI_Somermeyer_2022,0.001842430522438,28.29320264697537
650M,bf16,Q837P4_ENTFA_Meier_2023,0.0017632587377756082,67.77053598264398
650M,bf16,Q837P5_ENTFA_Meier_2023,0.0007034187105726675,73.69630487681415
650M,bf16,Q8WTC7_9CNID_Somermeyer_2022,-0.002409224240232599,41.76050267311938
650M,bf16,R1AB_SARS2_Flynn_2022,0.0016453506269609036,33.98040112551703
650M,bf16,RAD_ANTMA_Tsuboyama_2023_2CJJ,-0.0004939517098661028,66.11527294191846
650M,bf16,RAF1_HUMAN_Zinkus-Boltz_2019,0.00015502852766502428,36.497117304328036
650M,bf16,RASH_HUMAN_Bandaru_2017,0.0011544246152672133,59.351122607649984
650M,bf16,RASK_HUMAN_Weng_2022_abundance,-0.000361142954151239,54.132529416706696
650M,bf16,RASK_HUMAN_Weng_2022_binding-DARPin_K55,0.0005965754646393151,54.72003610509752
650M,bf16,RBP1_HUMAN_Tsuboyama_2023_2KWH,0.00035837581684705633,87.47500218305782
650M,bf16,RCD1_ARATH_Tsuboyama_2023_5OAO,0.00012388710105704082,57.02003198238309
650M,bf16,RCRO_LAMBD_Tsuboyama_2023_1ORC,-0.0005279764205536885,95.90315844650806
650M,bf16,RD23A_HUMAN_Tsuboyama_2023_1IFY,0.000486621384179875,51.42315766152333
650M,bf16,RDRP_I33A0_Li_2023,0.00023157323038780486,22.829097376681695
650M,bf16,REV_HV1H2_Fernandes_2016,-0.001705790062009993,25.442259586717018
650M,bf16,RFAH_ECOLI_Tsuboyama_2023_2LCL,0.0004653069132145027,64.96713799034677
650M,bf16,RL20_AQUAE_Tsuboyama_2023_1GYZ,0.0013935312798282196,103.92339482987772
650M,bf16,RL40A_YEAST_Mavor_2016,0.001141201172752182,38.96413089152081
650M,bf16,RL40A_YEAST_Roscoe_2013,0.00019818133730231668,37.118256748365695
650M,bf16,RL40A_YEAST_Roscoe_2014,0.001367139016942076,39.601419886458565
650M,bf16,RNC_ECOLI_Weeks_2023,-0.0003501606572453575,67.41259193918708
650M,bf16,RPC1_BP434_Tsuboyama_2023_1R69,-0.0009964489984292113,125.62032752093242
650M,bf16,RPC1_LAMBD_Li_2019_high-expression,-0.002828658566535802,49.73588377028178
650M,bf16,RPC1_LAMBD_Li_2019_low-expression,-0.0008404264082538804,49.73588377028178
650M,bf16,RS15_GEOSE_Tsuboyama_2023_1A32,-0.0015241043156922207,47.11909670506644
650M,bf16,S22A1_HUMAN_Yee_2023_abundance,-0.0005791986116857606,50.501964801993225
650M,bf16,S22A1_HUMAN_Yee_2023_activity,-0.00027454339085031254,50.903739327326804
650M,bf16,SAV1_MOUSE_Tsuboyama_2023_2YSB,0.004879525627110914,37.590580270201116
650M,bf16,SBI_STAAM_Tsuboyama_2023_2JVG,-0.0005958443246242284,64.42105763615642
650M,bf16,SC6A4_HUMAN_Young_2021,-0.0003105396505469482,60.244381759942385
650M,bf16,SCIN_STAAR_Tsuboyama_2023_2QFF,0.0018400983026738982,69.88777396962601
650M,bf16,SDA_BACSU_Tsuboyama_2023_1PV0,4.3950858733321496e-05,89.3296771127068
650M,bf16,SERC_HUMAN_Xie_2023,0.00024611247025363436,59.864212084720236
650M,bf16,SHOC2_HUMAN_Kwon_2022,0.0005720784872659812,45.719689303059255
650M,bf16,SOX30_HUMAN_Tsuboyama_2023_7JJK,-0.0026600126963672865,58.61388114909975
650M,bf16,SPA_STAAU_Tsuboyama_2023_1LP1,0.0006104776007178,49.42140990130674
650M,bf16,SPG1_STRSG_Olson_2014,-0.0024510107930282854,100.8312338798231
650M,bf16,SPG1_STRSG_Wu_2016,-0.0005426883940004845,116.72405789059114
650M,bf16,SPG2_STRSG_Tsuboyama_2023_5UBS,-0.001351249193502102,131.6962155159888
650M,bf16,SPTN1_CHICK_Tsuboyama_2023_1TUD,-0.0005841881089237999,76.59657700318284
650M,bf16,SQSTM_MOUSE_Tsuboyama_2023_2RRU,0.003632893442088947,29.246985016177735
650M,bf16,SR43C_ARATH_Tsuboyama_2023_2N88,-0.0001833660145516003,136.96520503045568
650M,bf16,SRBS1_HUMAN_Tsuboyama_2023_2O2W,0.0004694534614630985,55.07815645595317
650M,bf16,SRC_HUMAN_Ahler_2019,-0.0008689381745922153,57.03622468527275
650M,bf16,SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,-0.0010705303282921297,57.5936799970574
650M,bf16,SRC_HUMAN_Nguyen_2022,-0.0013447954138230966,56.99671367319917
650M,bf16,SUMO1_HUMAN_Weile_2017,-0.0015142889239139201,46.66007646856878
650M,bf16,SYUA_HUMAN_Newberry_2020,0.000473340574109693,90.66437210265681
650M,bf16,TADBP_HUMAN_Bolognesi_2019,-0.00025006163746679744,79.81405686979929
650M,bf16,TAT_HV1BR_Fernandes_2016,0.0026676007222851995,32.42661969843414
650M,bf16,TCRG1_MOUSE_Tsuboyama_2023_1E0L,0.0015923734287571767,97.5911091625135
650M,bf16,THO1_YEAST_Tsuboyama_2023_2WQG,-0.0002501228276192702,117.57495439635319
650M,bf16,TNKS2_HUMAN_Tsuboyama_2023_5JRT,-0.0007218456606096213,99.28734172551711
650M,bf16,TPK1_HUMAN_Weile_2017,-0.00011703455092526571,32.848601182124995
650M,bf16,TPMT_HUMAN_Matreyek_2018,-0.0006339977088142268,55.51684588861325
650M,bf16,TPOR_HUMAN_Bridgford_2020,0.00022929675858351928,69.76466394250384
650M,bf16,TRPC_SACS2_Chan_2017,-0.0004599730660306278,74.11471046349439
650M,bf16,TRPC_THEMA_Chan_2017,-0.00042159892847387637,74.47210069275232
650M,bf16,UBC9_HUMAN_Weile_2017,0.00044770322923060046,57.304289440069056
650M,bf16,UBE4B_HUMAN_Tsuboyama_2023_3L1X,-0.002925200570910891,44.9352381393775
650M,bf16,UBR5_HUMAN_Tsuboyama_2023_1I2T,0.012127081957147207,15.071055327472996
650M,bf16,VG08_BPP22_Tsuboyama_2023_2GP8,-0.0008417660810443595,57.86175918764058
650M,bf16,VILI_CHICK_Tsuboyama_2023_1YU5,-0.0014759015618225346,75.06170785787907
650M,bf16,VKOR1_HUMAN_Chiasson_2020_abundance,-0.00013814090939928692,59.90851898290084
650M,bf16,VKOR1_HUMAN_Chiasson_2020_activity,0.000670250457055932,59.47789231594402
650M,bf16,VRPI_BPT7_Tsuboyama_2023_2WNM,-0.00067278883505828,107.60756762463478
650M,bf16,YAIA_ECOLI_Tsuboyama_2023_2KVT,0.0011588047237155452,69.19748487563386
650M,bf16,YAP1_HUMAN_Araya_2012,0.00020441063016019,65.29441939000888
650M,bf16,YNZC_BACSU_Tsuboyama_2023_2JVD,-0.0008790185939321349,81.50873868076597
650M,int8_wo,A0A192B1T2_9HIV1_Haddox_2018,-0.00016821233891979592,34.91430360838114
650M,int8_wo,A0A1I9GEU1_NEIME_Kennouche_2019,4.931625098097969e-06,47.877883662487484
650M,int8_wo,A0A247D711_LISMN_Stadelmann_2021,-0.0008195148091349885,66.82729344358398
650M,int8_wo,A0A2Z5U3Z0_9INFA_Doud_2016,-0.002112994870820284,19.596982962677682
650M,int8_wo,A0A2Z5U3Z0_9INFA_Wu_2014,-0.0012843296331205845,19.474964482204953
650M,int8_wo,A4D664_9INFA_Soh_2019,0.0013949706695534914,43.75221139925127
650M,int8_wo,A4GRB6_PSEAI_Chen_2020,-4.6072888526427214e-05,44.644049318773185
650M,int8_wo,A4_HUMAN_Seuma_2022,0.0031545278004345145,49.71925388897276
650M,int8_wo,AACC1_PSEAI_Dandage_2018,-0.0008050298002155731,40.25879641165119
650M,int8_wo,ACE2_HUMAN_Chan_2020,0.00031755375720848855,28.836348330624023
650M,int8_wo,ADRB2_HUMAN_Jones_2020,0.00018850488341237703,49.644627090327916
650M,int8_wo,AICDA_HUMAN_Gajula_2014_3cycles,-0.0030298321734232303,49.750099147340414
650M,int8_wo,AMFR_HUMAN_Tsuboyama_2023_4G3O,-0.0033432092107212874,46.70002447141993
650M,int8_wo,AMIE_PSEAE_Wrenbeck_2017,0.0004901944344399833,35.454573688558554
650M,int8_wo,ANCSZ_Hobbs_2022,0.00039082303408832786,46.317906805890495
650M,int8_wo,ARGR_ECOLI_Tsuboyama_2023_1AOY,-0.0019059950297042882,22.417573345751837
650M,int8_wo,B2L11_HUMAN_Dutta_2010_binding-Mcl-1,0.0012342050367704083,16.927681902174374
650M,int8_wo,BBC1_YEAST_Tsuboyama_2023_1TG0,-0.002731829210381176,49.845939629345466
650M,int8_wo,BCHB_CHLTE_Tsuboyama_2023_2KRU,0.0012620061623360712,43.93668383481112
650M,int8_wo,BLAT_ECOLX_Deng_2012,9.37547343082823e-05,40.40385383951271
650M,int8_wo,BLAT_ECOLX_Firnberg_2014,0.0009479542298190813,40.06548150054088
650M,int8_wo,BLAT_ECOLX_Jacquier_2013,0.0012889158652195087,40.858746666505446
650M,int8_wo,BLAT_ECOLX_Stiffler_2015,0.0010875151649892834,40.40385383951271
650M,int8_wo,C6KNH7_9INFA_Lee_2018,-0.001148741803744302,21.44670226217091
650M,int8_wo,CALM1_HUMAN_Weile_2017,-0.0005430357347447901,36.95146093897164
650M,int8_wo,CAPSD_AAV2S_Sinai_2021,0.001107528321935336,28.128119943360577
650M,int8_wo,CASP3_HUMAN_Roychowdhury_2020,-0.001156234088588115,36.87015066489744
650M,int8_wo,CASP7_HUMAN_Roychowdhury_2020,0.0008697423393133619,29.15390390639265
650M,int8_wo,CATR_CHLRE_Tsuboyama_2023_2AMI,0.0008864204386246355,51.449497294170705
650M,int8_wo,CBPA2_HUMAN_Tsuboyama_2023_1O6X,-0.001772716374452643,62.185801119857686
650M,int8_wo,CBS_HUMAN_Sun_2020,0.0004568355910409272,41.894406643365066
650M,int8_wo,CBX4_HUMAN_Tsuboyama_2023_2K28,0.0013919382513840617,48.30180505206097
650M,int8_wo,CCDB_ECOLI_Adkar_2012,0.00042542900763020697,33.49248598749107
650M,int8_wo,CCDB_ECOLI_Tripathi_2016,0.0018527369718595033,32.814760544444354
650M,int8_wo,CCR5_HUMAN_Gill_2023,-0.0002524410987871373,36.81114782563571
650M,int8_wo,CD19_HUMAN_Klesmith_2019_FMC_singles,-0.0020650323366445955,45.337118308981275
650M,int8_wo,CP2C9_HUMAN_Amorosi_2021_abundance,0.0004417995594349078,42.998755882240324
650M,int8_wo,CP2C9_HUMAN_Amorosi_2021_activity,0.0003756165880617335,41.123248974273736
650M,int8_wo,CSN4_MOUSE_Tsuboyama_2023_1UFM,-0.0036101682894176257,24.084854503353483
650M,int8_wo,CUE1_YEAST_Tsuboyama_2023_2MYX,-0.0001938119883672096,36.92032316462492
650M,int8_wo,D7PM05_CLYGR_Somermeyer_2022,-0.0015035964244993968,33.52533008461189
650M,int8_wo,DLG4_HUMAN_Faure_2021,0.006922349951152151,25.193355910257598
650M,int8_wo,DLG4_RAT_McLaughlin_2012,0.004614372743885431,23.427067004042826
650M,int8_wo,DN7A_SACS2_Tsuboyama_2023_1JIC,-0.0008261240641067036,49.27332152855105
650M,int8_wo,DNJA1_HUMAN_Tsuboyama_2023_2LO1,0.0008250583519162635,79.39135489674642
650M,int8_wo,DOCK1_MOUSE_Tsuboyama_2023_2M0Y,0.004133068537583107,46.115368975603204
650M,int8_wo,DYR_ECOLI_Nguyen_2023,0.0012095913613709985,49.57309050171053
650M,int8_wo,DYR_ECOLI_Thompson_2019,0.001369385375862564,44.27165915342265
650M,int8_wo,ENVZ_ECOLI_Ghose_2023,9.372308568658672e-05,35.2164260469691
650M,int8_wo,ENV_HV1B9_DuenasDecamp_2016,-0.0020500583218871007,49.56605094104532
650M,int8_wo,ENV_HV1BR_Haddox_2016,-0.00021297778030120174,37.49610392976772
650M,int8_wo,EPHB2_HUMAN_Tsuboyama_2023_1F0M,-0.00040961385645843507,64.91906141142738
650M,int8_wo,ESTA_BACSU_Nutschel_2020,-0.00023494941156282367,43.244572042766606
650M,int8_wo,F7YBW8_MESOW_Aakre_2015,-0.012013439129060166,29.220167799175016
650M,int8_wo,F7YBW8_MESOW_Ding_2023,0.0007592444969837242,81.35302426796342
650M,int8_wo,FECA_ECOLI_Tsuboyama_2023_2D1U,-0.0021263737092949153,53.75617040499951
650M,int8_wo,FKBP3_HUMAN_Tsuboyama_2023_2KFV,0.005980641544746285,11.479283650366703
650M,int8_wo,GAL4_YEAST_Kitzman_2015,0.0016524347633972702,40.51985820734702
650M,int8_wo,GCN4_YEAST_Staller_2018,-0.0006607780454050971,74.22174727028273
650M,int8_wo,GDIA_HUMAN_Silverstein_2021,0.003149431903711364,23.55288106365082
650M,int8_wo,GFP_AEQVI_Sarkisyan_2016,-0.0007873811677700931,36.39361984659453
650M,int8_wo,GLPA_HUMAN_Elazar_2016,-0.0010878644038518903,59.22825547304617
650M,int8_wo,GRB2_HUMAN_Faure_2021,0.0018238025701237115,46.52076323139645
650M,int8_wo,HCP_LAMBD_Tsuboyama_2023_2L6Q,-0.002999787484418648,35.74507549889351
650M,int8_wo,HECD1_HUMAN_Tsuboyama_2023_3DKM,-0.001375923984551719,41.6361711887895
650M,int8_wo,HEM3_HUMAN_Loggerenberg_2023,0.00012741465031906873,39.3309131188446
650M,int8_wo,HIS7_YEAST_Pokusaeva_2019,-0.0037623570116672167,26.824082832982675
650M,int8_wo,HMDH_HUMAN_Jiang_2019,0.0014922212295904735,33.25777347028315
650M,int8_wo,HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,-0.002826708160001745,29.05566992688839
650M,int8_wo,HSP82_YEAST_Flynn_2019,-0.001795466508787702,34.670294511014795
650M,int8_wo,HSP82_YEAST_Mishra_2016,-0.001365903673673785,37.79869891323642
650M,int8_wo,HXK4_HUMAN_Gersing_2022_activity,-0.0017193736997797027,42.14927888747879
650M,int8_wo,HXK4_HUMAN_Gersing_2023_abundance,-0.000557693632930012,42.21185974824854
650M,int8_wo,I6TAH8_I68A0_Doud_2015,0.0007377266345203991,67.10016255800862
650M,int8_wo,IF1_ECOLI_Kelsic_2016,-0.0003693699426452479,34.553319176695894
650M,int8_wo,ILF3_HUMAN_Tsuboyama_2023_2L33,0.00194415507562129,18.60828958521486
650M,int8_wo,ISDH_STAAW_Tsuboyama_2023_2LHR,-0.0021860423607533708,63.84816638510586
650M,int8_wo,KCNE1_HUMAN_Muhammad_2023_expression,0.002537480987088489,27.68917307189514
650M,int8_wo,KCNE1_HUMAN_Muhammad_2023_function,-0.00029816540208060793,27.688284141256016
650M,int8_wo,KCNJ2_MOUSE_Coyote-Maestas_2022_function,0.0004974737498682491,39.335458386637185
650M,int8_wo,KCNJ2_MOUSE_Coyote-Maestas_2022_surface,-0.0005907646210491224,39.29989360958521
650M,int8_wo,KKA2_KLEPN_Melnikov_2014,-0.00022923185740897356,40.46474439163307
650M,int8_wo,LGK_LIPST_Klesmith_2015,-0.00037571593372409673,32.602987186632745
650M,int8_wo,LYAM1_HUMAN_Elazar_2016,-0.0020068080989160686,42.522546561915334
650M,int8_wo,MAFG_MOUSE_Tsuboyama_2023_1K1V,-0.0019488417198862962,62.722953633876216
650M,int8_wo,MBD11_ARATH_Tsuboyama_2023_6ACV,0.0008739071089175487,41.18128530536299
650M,int8_wo,MET_HUMAN_Estevam_2023,-0.001276971606360311,43.579568663468585
650M,int8_wo,MK01_HUMAN_Brenan_2016,-0.00013413967763659107,39.06008549890011
